"Word","SimWord","Polarity","MqapWordStrength","MqapSimStrength","WordScore","SimScore","MqapCmp","PredictedCmpInformal","category.coef","category.p","interaction.coef","interaction.p","PredictedCmpFormal"
"distinct/a","crisp/a","positive",1,1,0.233208283753,0.855209574713,"same","weaker",0.217915312986303,0.165559758074262,0.717097895646067,0.00000000000000000000000120579964294449,"same"
"distinct/a","definite/a","positive",1,1,0.233208283753,0.828705142323,"same","weaker",0.299220096034036,0.052490428457275,0.89490177942326,0.00000000000000000000000000000000000000000000000086810167232445,"same"
"distinguished/a","important/a","positive",2,1,0.528995102238,0.564584435658,"stronger","weaker",0.355212449345155,0.182134704019006,0.324328326824981,0.000391811164310909,"same"
"distinguished/a","dignified/a","positive",2,2,0.528995102238,2.02505129716,"same","weaker",1.29610893901218,0.0000859224814953492,0.288129410358365,0.0281517706731414,"stronger"
"distressing/a","bad/a","negative",2,2,-0.508811509774,-1.07821423547,"same","weaker",-0.118227777788316,0.597926849361524,-1.45732844587213,0.00000000000000000000000000000000000132342159205962,"same"
"divine/a","heavenly/a","positive",2,2,0.962487716544,1.22800783013,"same","weaker",1.25283219768228,0.0224605525987834,-0.769232500928047,0.134934395313272,"same"
"divine/a","heavenly/a","positive",2,2,0.962487716544,1.22800783013,"same","weaker",1.25283219768228,0.0224605525987834,-0.769232500928047,0.134934395313272,"same"
"divine/a","heavenly/a","positive",2,2,0.962487716544,1.22800783013,"same","weaker",1.25283219768228,0.0224605525987834,-0.769232500928047,0.134934395313272,"same"
"divine/a","glorious/a","positive",2,2,0.962487716544,0.542964769827,"same","stronger",1.74525383480759,0.00116209527618672,-0.533897815621695,0.0000000334720714331745,"weaker"
"dominant/a","frequent/a","neutral",1,1,0,0,"same","same",0.454956329284817,0.000232867335619381,-0.306384381846277,0.000747486213840452,"weaker"
"doubtful/a","questionable/a","negative",2,2,-0.858110306946,-0.636778127613,"same","stronger",-1.02593611638102,0.0015886899788333,-0.230533991026565,0.0143637643366346,"stronger"
"drab/a","dull/a","negative",2,1,-0.909416146265,-1.28220749233,"stronger","weaker",-1.1370167361621,0.00000344558144424227,-0.750424548968378,0.0000000000000000000000000000603412947582451,"stronger"
"drab/a","depressing/a","negative",2,2,-0.909416146265,-0.877927476039,"same","stronger",-1.72490894866546,0.000000319110830077143,0.445415427564815,0.000000000234824453285990,"weaker"
"dreadful/a","bad/a","negative",2,2,-1.5152355068,-1.07821423547,"same","stronger",-2.57805738004011,0.0000000000000000000000000000000000000176884866454862,1.00626723157243,3.04182795543329e-182,"weaker"
"dreadful/a","unpleasant/a","negative",2,2,-1.5152355068,-1.23438971605,"same","stronger",-3.01896409039041,0.000000000000000000000010391642087107,1.51472431650004,2.99216466695992e-201,"weaker"
"dreary/a","dull/a","negative",2,1,-0.883194933965,-1.28220749233,"stronger","weaker",-1.33034681987721,0.0000000000449083661922093,-0.517217246478402,0.0000000000000000000000077091023317684,"stronger"
"dreary/a","depressing/a","negative",2,2,-0.883194933965,-0.877927476039,"same","stronger",-1.91105854815507,0.000000000107326647267589,0.673256132696125,0.00000000000000000000000000000000226325628701085,"weaker"
"dubious/a","questionable/a","negative",2,2,-0.488531942589,-0.636778127613,"same","weaker",-1.15932029442690,0.0000000000149815270868176,0.189782051417195,0.00755684871087102,"weaker"
"dull/a","drab/a","negative",1,2,-1.28220749233,-0.909416146265,"weaker","stronger",-1.88741042867486,0.00000000000000153525130716374,0.750374389952367,0.0000000000000000000000000000608342898089576,"weaker"
"dull/a","lackluster/a","negative",1,2,-1.28220749233,-1.49117778401,"weaker","weaker",-1.98658844054269,0.000000000204181125861482,-0.0344117561866289,0.505230336369031,"same"
"dull/a","lackluster/a","negative",1,2,-1.28220749233,-1.49117778401,"weaker","weaker",-1.98658844054269,0.000000000204181125861482,-0.0344117561866289,0.505230336369031,"same"
"dull/a","stupid/a","negative",1,2,-1.28220749233,-1.50313863896,"weaker","weaker",-1.77606204076405,1.81716067402688e-58,-0.389001082581262,9.7747000332627e-87,"stronger"
"dull/a","inactive/a","negative",1,1,-1.28220749233,-1.36812397411,"same","weaker",-1.85829820783837,0.00000000000000284063559734928,0.98140366318133,0.000355987952092545,"weaker"
"dull/a","blunt/a","negative",1,2,-1.28220749233,-0.659083017592,"weaker","stronger",-1.85707708438833,0.00000000000215726884755178,1.20207196909010,2.72680818674448e-71,"weaker"
"dull/a","insensitive/a","negative",1,2,-1.28220749233,-1.43330923074,"weaker","weaker",-1.91369343151832,0.000000000000000058261751208742,1.13230514354063,0.000000000000000000000000000000000000243622117949501,"weaker"
"dumb/a","stupid/a","negative",2,2,-1.38844031672,-1.50313863896,"same","weaker",-1.76762073642598,8.73431886509753e-198,-0.405566137766122,5.13389753758635e-79,"stronger"
"earnest/a","sincere/a","positive",2,2,0.242172250259,0.709084375034,"same","weaker",-0.131956835161766,0.68136023062812,1.14074649860414,0.00000000000000000000000000000000000000000100840054332827,"same"
"earnest/a","purposeful/a","positive",2,2,0.242172250259,1.08416267304,"same","weaker",0.123959996521575,0.833168488171455,1.06867491572120,0.000000000299416846561750,"same"
"easy/a","clean/a","positive",1,1,0.780805332376,0.486740577917,"same","stronger",0.706322579862224,0.0113932698150879,0.189975813582941,0.00000000000138544553085326,"stronger"
"easy/a","smooth/a","positive",1,1,0.780805332376,0.811772836069,"same","weaker",0.92667352511352,0.0176441292697735,0.191128103149148,0.0000171333261501917,"stronger"
"easy/a","light/a","positive",1,1,0.780805332376,0.460788575965,"same","stronger",0.928656276187887,0.0138617943861677,-0.361913481461045,0.0000000000000000000000000000000000000000000000000000370413812929633,"weaker"
"easy/a","rich/a","positive",1,1,0.780805332376,0.504589569974,"same","stronger",0.971851842818289,0.0100712373998042,-0.339446610820317,0.0000000000000000000000000000000000000000000000000000040370952330498,"weaker"
"easy/a","comfortable/a","positive",1,1,0.780805332376,0.905429019149,"same","weaker",0.75896524005724,0.0353479725014998,0.73396821345938,2.44398319606668e-144,"stronger"
"easygoing/a","easy/a","positive",2,1,1.91901007186,0.780805332376,"stronger","stronger",0.922279800907943,0.0329510463139995,0.0147287777692706,0.931885688819139,"same"
"ebullient/a","spirited/a","positive",2,1,1.67506937848,0.246407817832,"stronger","stronger",0.656601928111002,0.0230598176096226,-0.420314633523732,0.156141986285765,"same"
"economical/a","efficient/a","positive",1,1,0.48185398982,0.904989839701,"same","weaker",0.34444746253958,0.321882505401963,0.576172046909564,0.00000371134304353295,"same"
"ecstatic/a","joyous/a","positive",2,2,0.89403731383,1.20311764469,"same","weaker",0.779040588924012,0.0313378315259127,1.03858551567950,0.0000000005416536686861,"stronger"
"efficient/a","streamlined/a","positive",1,1,0.904989839701,0.774598759909,"same","stronger",0.83988007728282,0.0443427328936758,-0.749889777982252,0.00000416055743048224,"weaker"
"effortless/a","easy/a","positive",2,1,1.52858667659,0.780805332376,"stronger","stronger",1.45031335495697,0.000384348263570931,-0.512688139672771,0.000000195523893826584,"weaker"
"egregious/a","conspicuous/a","negative",2,2,-1.19939055741,-0.192891781654,"same","stronger",-1.96718918954947,3.31845861403234e-61,1.67822748563061,0.00000000000000000000185354768866100,"weaker"
"elegant/a","exquisite/a","positive",2,2,1.44940452845,1.91656530479,"same","weaker",1.82062513812403,0.000000190939345032888,0.94677638256218,0.00000000000000000000000000000000150531523131923,"stronger"
"elegant/a","gracious/a","positive",2,2,1.44940452845,0.992621203088,"same","stronger",1.75312940178148,0.000000274573931257114,0.100349265435709,0.297591872783502,"same"
"elegant/a","graceful/a","positive",2,2,1.44940452845,0.843101370512,"same","stronger",1.89252027735559,0.0000109324937323618,-0.763391659353376,0.0000000000000177169155500444,"weaker"
"embarrassing/a","unpleasant/a","negative",2,2,-1.04569444799,-1.23438971605,"same","weaker",-2.45552932320435,0.000000000000135387436511508,1.09869403541688,3.65993791160803e-109,"weaker"
"empty/a","lifeless/a","negative",1,1,-0.808031991153,-1.62393807557,"same","weaker",-1.23543783316293,0.0000000260482065100196,-1.11582546906233,2.86420767659697e-83,"stronger"
"empty/a","meaningless/a","negative",1,2,-0.808031991153,-1.0039332687,"weaker","weaker",-1.24465625027701,0.00000000434275706831634,-0.739689470240917,7.12131364580442e-61,"stronger"
"endearing/a","lovable/a","positive",2,2,0.514164876619,1.20680311501,"same","weaker",0.889652883267142,0.0119336509766723,0.162920642802146,0.00519177146549504,"stronger"
"energetic/a","indefatigable/a","positive",1,2,0.65882637852,2.75069629746,"weaker","weaker",0.825970602117508,0.0000000000000000000000000000000330463011172241,0.536740012856133,0.142447206929717,"same"
"enjoyable/a","pleasant/a","positive",2,1,0.860260417591,0.573700391045,"stronger","stronger",0.393123388113730,0.163238206155696,0.187443838207954,0.0000000000000196403109105977,"same"
"enthralled/a","enchanted/a","positive",2,2,2.28236480256,2.44608038066,"same","weaker",3.59326949664587,0.000682796445469206,-0.601808196372509,0.0818376215138637,"same"
"entranced/a","enchanted/a","positive",2,2,1.30529909324,2.44608038066,"same","weaker",3.70650739095956,0.0119072625841177,-0.127033747042599,0.722603163868048,"same"
"erroneous/a","incorrect/a","negative",2,1,-0.612885089841,-0.861861044603,"stronger","weaker",-1.27693423191797,0.0405972773915724,-0.0212367195864853,0.902301700019113,"same"
"essential/a","vital/a","positive",1,2,0.700197441915,0.599913132804,"weaker","stronger",0.966711516710258,0.00151036037530236,-0.568071434488888,0.00000000000000000363317415538589,"weaker"
"essential/a","important/a","positive",1,1,0.700197441915,0.564584435658,"same","stronger",0.925253857384937,0.000559124831499937,-0.255331779769085,0.000000000262148022010328,"weaker"
"ethical/a","right/a","positive",2,1,0.471190314672,0.459043379594,"stronger","stronger",0.559794062639617,0.00699383330570053,-0.034161440177061,0.618233243124097,"same"
"eventful/a","lively/a","positive",1,2,0.683120539859,0.951918493088,"weaker","weaker",0.345145988167803,0.244461481191117,0.417665198750409,0.00613394380549604,"same"
"eventful/a","important/a","positive",1,1,0.683120539859,0.564584435658,"same","stronger",0.437310640565797,0.131874268928163,0.237066560974123,0.101922221937908,"same"
"evil/a","bad/a","negative",2,2,-0.34302123907,-1.07821423547,"same","weaker",-0.165958121866597,0.393056434640798,-1.50182753920066,0,"same"
"evil/a","atrocious/a","negative",2,2,-0.34302123907,-2.49763385963,"same","weaker",-1.27665935758611,0.129588782697836,-2.97931731782097,0,"same"
"evocative/a","mindful/a","positive",2,2,0.795087985034,1.22481375567,"same","weaker",1.11787440625077,0.0000000000000000000000000000000000000000000000000000250705918113120,0.122855658716258,0.583581444560428,"same"
"exceptional/a","extraordinary/a","positive",2,2,1.34840194835,1.41346622644,"same","weaker",1.92756472678009,0.0000000567479631786313,-0.18250695674015,0.0000941565959335258,"weaker"
"exceptional/a","uncommon/a","positive",2,2,1.34840194835,0.434757973112,"same","stronger",1.71234742445446,0.0000269380113845954,-1.27648692282343,0.000000000000000000000000000000000000000119598167728557,"weaker"
"exciting/a","heady/a","positive",2,2,0.385010212014,1.84828478754,"same","weaker",0.43329759190866,0.0499216203484754,0.487533582117354,0.000142755315809036,"stronger"
"exciting/a","glamorous/a","positive",2,2,0.385010212014,0.366029771367,"same","stronger",0.397962192854607,0.0468745371096074,0.327312998914281,0.000000317479008832894,"stronger"
"exciting/a","stimulating/a","positive",2,2,0.385010212014,0.415473658334,"same","weaker",0.431282085224278,0.0465361324420381,0.292249312021649,0.194522296737012,"same"
"exhilarating/a","exciting/a","positive",2,2,1.43929683856,0.385010212014,"same","stronger",1.98001404799714,0.00000000000000000142488356655202,-1.59180070034506,2.16859239169993e-73,"weaker"
"expansive/a","impressive/a","positive",2,2,0.728721868431,0.31535487379,"same","stronger",0.881511315597693,0.000376951144158419,-0.479038208310259,0.0000131277155275579,"weaker"
"exquisite/a","elegant/a","positive",2,2,1.91656530479,1.44940452845,"same","stronger",2.76739582483244,0.00000000000000383184219653128,-0.94679280924052,0.00000000000000000000000000000000150153244161157,"weaker"
"exquisite/a","delicate/a","positive",2,1,1.91656530479,0.725312035829,"stronger","stronger",2.71357473284267,0.000000000000597979771719569,-1.47538276577831,3.46151275040418e-63,"weaker"
"exquisite/a","beautiful/a","positive",2,2,1.91656530479,1.16840650444,"same","stronger",3.02852708471616,1.74479291910110e-62,-1.49821786646748,2.82075576007829e-115,"weaker"
"extraneous/a","irrelevant/a","negative",1,2,-0.497143161669,-0.787943458712,"weaker","weaker",-0.771208127252763,0.00000000199167364144904,-0.515632866119459,0.00000204123715081906,"stronger"
"extraordinary/a","phenomenal/a","positive",2,2,1.41346622644,1.11974538029,"same","stronger",1.95733326988130,0.00000000000000272073456268164,1.02173782730026,3.70715183893506e-60,"stronger"
"extraordinary/a","great/a","positive",2,2,1.41346622644,0.879735922074,"same","stronger",1.81192252787821,0.000000000000000916462256996864,-0.531152428643487,0.00000000000000000000000000000000000000000000000000623616658396662,"weaker"
"extraordinary/a","remarkable/a","positive",2,2,1.41346622644,1.23858052443,"same","stronger",1.85282800124306,0.00000000876059083674399,-0.227981265724264,0.00000107347383690160,"weaker"
"extraordinary/a","fantastic/a","positive",2,2,1.41346622644,1.87507056622,"same","weaker",1.92992136317884,0.000000000000579791514027158,0.568493619401442,0.0000000000000000000000000000000000000000000000000515947526462095,"stronger"
"exuberant/a","spirited/a","positive",2,1,1.06096286568,0.246407817832,"stronger","stronger",1.11487157526651,0.000000000000130699676530172,-1.10764971582744,0.00000000000152278618643650,"weaker"
"fabulous/a","incredible/a","positive",2,2,1.15828136673,1.09527016702,"same","stronger",2.71529645282099,0.00000000000000000136104394335959,-0.335203053291494,0.0000000000000000000224919694710910,"weaker"
"faithful/a","true/a","positive",2,2,0.32804399583,0.68536619891,"same","weaker",0.54682808868496,0.0145910265284692,0.301183720615751,0.00000000000000224622802879226,"stronger"
"fake/a","artificial/a","negative",2,1,-0.884336531965,-0.451667110309,"stronger","stronger",-1.27013544138914,0,0.704486623724841,0.000000000000000000000000000000000000000000000000319629297562529,"weaker"
"false/a","untrue/a","negative",2,2,-0.939919938066,-0.626483342727,"same","stronger",-1.34761693405111,0.000608220805267677,-0.391547857658649,0.0000567925843470579,"stronger"
"false/a","incorrect/a","negative",2,1,-0.939919938066,-0.861861044603,"stronger","stronger",-1.47030483839504,0.00260131273616405,-0.0158661300449947,0.79872081346628,"same"
"false/a","invalid/a","negative",2,2,-0.939919938066,-0.777803173161,"same","stronger",-1.40314061002501,0.000535255487811921,0.662731551625753,0.00000261193396734206,"weaker"
"false/a","insincere/a","negative",2,2,-0.939919938066,-1.44679323928,"same","weaker",-1.39309353280418,0.000288820586284137,-0.674040166746847,0.000113352852956623,"stronger"
"false/a","unrealistic/a","negative",2,2,-0.939919938066,-1.04291981132,"same","weaker",-0.911960840350506,0.000000149478880535016,-0.863618204637282,8.689137503357e-111,"stronger"
"false/a","artificial/a","negative",2,1,-0.939919938066,-0.451667110309,"stronger","stronger",-1.17012866342091,0.0000117097070296988,-0.0810461447654547,0.122219700591848,"same"
"false/a","dishonest/a","negative",2,2,-0.939919938066,-1.28553688869,"same","weaker",-1.38591006014817,0.000650162217365906,-0.721948996345936,0.0000000229039686184893,"stronger"
"fantastic/a","extraordinary/a","positive",2,2,1.87507056622,1.41346622644,"same","stronger",2.4984344308448,0.00000000000000000000582860178813646,-0.568531300358609,0.0000000000000000000000000000000000000000000000000508356323913748,"weaker"
"fast/a","rapid/a","neutral",1,1,0,0,"same","same",0.255207727689992,0.372635171413846,-0.0301816094181353,0.64393106148349,"same"
"fast/a","rapid/a","neutral",1,1,0,0,"same","same",0.255207727689992,0.372635171413846,-0.0301816094181353,0.64393106148349,"same"
"fat/a","gross/a","negative",1,1,-0.752729572942,-1.08245919822,"same","weaker",-1.39909246761344,0.000268105706173376,0.213853161776275,0.000000218530522463269,"weaker"
"fatal/a","unfortunate/a","negative",1,2,-0.49133524724,-0.631361472088,"weaker","weaker",-0.835407946309316,0.0189915828128759,-0.27691776182142,0.00000120801910648382,"stronger"
"faulty/a","inaccurate/a","negative",1,2,-0.551384038226,-1.38070773653,"weaker","weaker",-1.29441050676068,0.000000000445515031692071,-0.607561879421412,0.000000131622707358895,"stronger"
"fearless/a","bold/a","positive",2,2,0.532558045118,0.406956766494,"same","stronger",0.71938027570472,0.000355249472467066,-0.280701606614152,0.00886040402730647,"weaker"
"feeble/a","weak/a","negative",1,1,-1.14415829206,-0.896630145134,"same","stronger",-2.36182055724750,0.000000000000000000283851626304125,0.935481007838805,0.0000000000000000000000000000000000000458283086424559,"weaker"
"feeble/a","weak/a","negative",1,1,-1.14415829206,-0.896630145134,"same","stronger",-2.36182055724750,0.000000000000000000283851626304125,0.935481007838805,0.0000000000000000000000000000000000000458283086424559,"weaker"
"flagrant/a","conspicuous/a","negative",2,2,-1.31751981321,-0.192891781654,"same","stronger",-1.54290630006327,0.0000000000000634341250262675,0.994219024578629,0.00000470479704879287,"weaker"
"flawless/a","perfect/a","positive",2,2,1.30175427918,1.58574381697,"same","weaker",2.78822207020786,0.00000491463306566512,-0.736041335383443,0.000000000000000000000000000000000000000000000000000132979750105308,"weaker"
"flexible/a","adaptable/a","positive",2,1,0.622712287652,0.868340986625,"stronger","weaker",0.783833185939133,0.0029225153076223,0.23961852904618,0.457356004112289,"same"
"flimsy/a","weak/a","negative",1,1,-1.23875961482,-0.896630145134,"same","stronger",-2.01525384438338,0.000000000000000160747399823145,0.555416000245047,0.00000000000000000753027956687797,"weaker"
"foolish/a","absurd/a","negative",2,2,-0.334651921895,-1.02991408174,"same","weaker",-1.01184596349234,0.000000000844863510096298,-0.34641665853387,0.00000000300588536911311,"stronger"
"foolish/a","asinine/a","negative",2,2,-0.334651921895,-1.7649434727,"same","weaker",-0.509676139420025,0.0000216116194858475,-1.67274531002003,0.000000000000000000000000000595058633705832,"stronger"
"foolish/a","stupid/a","negative",2,2,-0.334651921895,-1.50313863896,"same","weaker",-0.656704889248414,0.0000000000000000000560949802711646,-1.40457559749637,2.56981892456956e-153,"stronger"
"foremost/a","best/a","positive",2,2,0.194522068647,0.560404429891,"same","weaker",0.373597226981071,0.0115990922673070,1.17588267274972,1.92586178774886e-68,"stronger"
"fortunate/a","good/a","positive",2,1,1.33055835735,0.160687061069,"stronger","stronger",1.59873949685534,0.00000000000000101602044286125,-1.75137431193572,5.76442222916575e-156,"weaker"
"fraudulent/a","dishonest/a","negative",1,2,-0.917518139401,-1.28553688869,"weaker","weaker",-1.58337427370062,0.0000123115235770695,-0.317359998815894,0.126032703645202,"same"
"fresh/a","good/a","positive",1,1,0.749199387059,0.160687061069,"same","stronger",1.17816542767674,0.000000000134448774204833,-1.31282347390399,0,"weaker"
"fresh/a","crisp/a","positive",1,1,0.749199387059,0.855209574713,"same","weaker",1.05332125280986,0.00000623628688947755,-0.106185089162033,0.0559725491821159,"same"
"fresh/a","pure/a","positive",1,1,0.749199387059,0.452997912901,"same","stronger",1.18541998283294,0.00000120901226715349,-0.659222701058032,9.78979200595948e-139,"weaker"
"fresh/a","clean/a","positive",1,1,0.749199387059,0.486740577917,"same","stronger",0.928692696678181,0.00000000924502958620333,-0.244100413054341,0.000000000000000379961686085896,"weaker"
"friendly/a","cozy/a","positive",2,2,0.704636641247,1.05744749798,"same","weaker",0.814809446858999,0.0293066932814228,0.192809304837039,0.00139131326531825,"stronger"
"friendly/a","affable/a","positive",2,2,0.704636641247,0.786906926814,"same","weaker",0.836170389219527,0.0228311028972791,-1.28767604189890,0.000000000000000000000000000613203056696457,"weaker"
"frightful/a","bad/a","negative",2,2,-0.68802094574,-1.07821423547,"same","weaker",0.194653494087794,0.446042486393172,-1.7703880695212,0.0000000000000000000000000987834520961017,"same"
"full/a","high/a","neutral",1,1,0,0,"same","same",0.198398909394627,0.323518817127102,-0.447307824437862,7.50936848735233e-239,"same"
"furious/a","angry/a","negative",2,2,-0.70596242968,-0.943641032063,"same","weaker",-0.503365302043519,0.239774137714702,-1.00072144156064,1.07456398688299e-56,"same"
"futile/a","useless/a","negative",2,1,-0.710139475694,-1.41154392629,"stronger","weaker",-0.613364353418468,0.000426072668388648,-1.49587729067306,1.48530137443761e-66,"stronger"
"fuzzy/a","indistinct/a","negative",1,1,-0.216971535731,-0.753821351918,"same","weaker",-0.399993614648714,0.00000751372083147388,-0.564308923825997,0.0444590201188014,"stronger"
"fuzzy/a","incoherent/a","negative",1,2,-0.216971535731,-2.3013292954,"weaker","weaker",0.297507338462677,0.186364087688804,-2.48139457408513,1.45267678820434e-194,"same"
"genial/a","friendly/a","positive",1,2,1.03002541584,0.704636641247,"weaker","stronger",-0.117149717173584,0.760308869030,0.960246984451225,0.00000000000930566289550604,"same"
"gentle/a","light/a","positive",1,1,1.18190012468,0.460788575965,"same","stronger",1.50309187691836,0.0000000178794606755845,-1.18263699015334,4.22506183978973e-108,"weaker"
"genuine/a","authentic/a","positive",1,1,0.666676591174,0.506503396399,"same","stronger",0.432001283531521,0.122185924627621,0.449252388184978,0.0000000000000000000000000276963381288293,"same"
"genuine/a","good/a","positive",1,1,0.666676591174,0.160687061069,"same","stronger",0.418626561686249,0.0266140495293107,-0.574578940143877,1.86283939711721e-109,"weaker"
"genuine/a","sincere/a","positive",1,2,0.666676591174,0.709084375034,"weaker","weaker",0.745857659617461,0.0262594249925674,0.311290350659676,0.0000000204254876306342,"stronger"
"genuine/a","true/a","positive",1,2,0.666676591174,0.68536619891,"weaker","weaker",0.550436467139025,0.0218464678331209,0.335291064835128,0.0000000000000000000000000000000000587810095698087,"stronger"
"ghastly/a","offensive/a","negative",2,1,-0.99032244344,-1.24321378399,"stronger","weaker",-1.34396859381979,0.000000000000000195542549187674,-0.466124966563301,0.00000000476076567730432,"stronger"
"glad/a","grateful/a","positive",2,2,0.662449869386,1.28650406375,"same","weaker",0.836067836411683,0.0175145936755102,0.505761398984534,0.00000000000000000149798909150373,"stronger"
"glad/a","cheerful/a","positive",2,2,0.662449869386,0.820299593821,"same","weaker",0.807997240253004,0.0190974618246327,0.100638556495612,0.154739852110117,"same"
"glamorous/a","exciting/a","positive",2,2,0.366029771367,0.385010212014,"same","weaker",0.725301631802751,0.000517773269696095,-0.327326729043034,0.000000317118616214359,"weaker"
"glaring/a","conspicuous/a","negative",2,2,-1.29860075379,-0.192891781654,"same","stronger",-1.70976621393878,0.000000000000000000000000000000000000000000000000321882907969385,1.40498905227633,0.000000000000000520840962940926,"weaker"
"glib/a","superficial/a","negative",2,2,-1.01921093691,-1.07175998482,"same","weaker",-1.15407613504603,0.0000222680513186134,-0.309892499643975,0.0130193660954032,"stronger"
"gloomy/a","depressing/a","negative",2,2,-0.54995912747,-0.877927476039,"same","weaker",-0.592547201237444,0.113840078730504,-0.801606430467488,0.000000000000000000000000000000000657051346930739,"same"
"glorious/a","illustrious/a","positive",2,2,0.542964769827,0.256005819548,"same","stronger",1.50553414523501,0.00495852676463728,-0.737411838736815,0.00000008205870731448,"weaker"
"glorious/a","divine/a","positive",2,2,0.542964769827,0.962487716544,"same","weaker",1.21138590613248,0.0231538621809372,0.533789045072867,0.0000000336832879450737,"stronger"
"glorious/a","impressive/a","positive",2,2,0.542964769827,0.31535487379,"same","stronger",1.12928532112941,0.00000202893132741501,-0.736252327631937,0.00000000000000000000000000000000000000000693319213773268,"weaker"
"glorious/a","beautiful/a","positive",2,2,0.542964769827,1.16840650444,"same","weaker",1.17600490870149,0.00000000000177511944923861,0.330639443960229,0.000000000202630891086636,"stronger"
"god-awful/a","unpleasant/a","negative",2,2,-2.71416441957,-1.23438971605,"same","stronger",-3.85684216780845,0.0000000000000000000000000000158046611449918,1.98574829070513,9.21674637044889e-78,"weaker"
"golden/a","happy/a","positive",1,2,0.52687735167,0.56364505588,"weaker","weaker",0.480831381479816,0.0513388468599267,0.208050372629764,0.00000131080547327247,"same"
"good/a","solid/a","positive",1,1,0.160687061069,0.64001503512,"same","weaker",-0.159775665603084,0.398752985939126,0.528893450190448,6.03967646493841e-193,"same"
"good/a","superb/a","positive",1,2,0.160687061069,1.9701462314,"weaker","weaker",-0.177094408442074,0.312002782477821,2.93000418261363,0,"same"
"good/a","ample/a","positive",1,1,0.160687061069,0.628751464625,"same","weaker",-0.149947463457655,0.424261992346357,0.603641389496529,0.0000000000000000000000000404247508842328,"same"
"good/a","nice/a","positive",1,2,0.160687061069,0.32094112479,"weaker","weaker",-0.137501073287548,0.465661599705402,0.307461947276472,6.98729900518032e-303,"same"
"good/a","fortunate/a","positive",1,2,0.160687061069,1.33055835735,"weaker","weaker",-0.152455974663655,0.417597926525423,1.75109635244913,6.42383037547296e-156,"same"
"good/a","healthful/a","positive",1,2,0.160687061069,0.747794901289,"weaker","weaker",-0.152590328045353,0.414508321413668,1.51183946247958,0.000740277575821677,"same"
"good/a","genuine/a","positive",1,1,0.160687061069,0.666676591174,"same","weaker",-0.155868666680526,0.404749193503944,0.574427804101333,2.11621812012659e-109,"same"
"good/a","fresh/a","positive",1,1,0.160687061069,0.749199387059,"same","weaker",-0.134602537390397,0.460924675201074,1.31271835808809,0,"same"
"gorgeous/a","beautiful/a","positive",2,2,0.96222516363,1.16840650444,"same","weaker",1.03698992787567,0.0000000518411014672354,0.508317123704141,6.02212375567053e-82,"stronger"
"graceful/a","elegant/a","positive",2,2,0.843101370512,1.44940452845,"same","weaker",1.12912665363354,0.00974629133341383,0.763342252384705,0.0000000000000177864419550173,"stronger"
"graceful/a","gracious/a","positive",2,2,0.843101370512,0.992621203088,"same","weaker",0.803127184712261,0.100555608955283,0.86288361588184,0.00000000000168088792879839,"same"
"gracious/a","elegant/a","positive",2,2,0.992621203088,1.44940452845,"same","weaker",1.8535480617489,0.000000102639478370756,-0.100403322332014,0.297331861898902,"same"
"grateful/a","glad/a","positive",2,2,1.28650406375,0.662449869386,"same","stronger",1.34182386317089,0.000161966149295631,-0.505806991855794,0.00000000000000000148753784259511,"weaker"
"grateful/a","pleasant/a","positive",2,1,1.28650406375,0.573700391045,"stronger","stronger",0.982911025516205,0.0000000488032121636523,-0.508184527106211,0.0000000000000000215307712691468,"weaker"
"gratuitous/a","unnecessary/a","negative",2,1,-1.14839275747,-0.659261712485,"stronger","stronger",-1.17608223823396,0.00000000000000931036601049034,-0.0111692402187674,0.762328274360911,"same"
"grave/a","serious/a","negative",2,2,-0.243115221239,-0.155109587585,"same","stronger",-0.632959641905933,0.00000108047624203814,0.332895015460353,0.00000072775239421227,"weaker"
"great/a","important/a","positive",2,1,0.879735922074,0.564584435658,"stronger","stronger",1.30596778831380,0.00000000992313098314887,-0.697710187518873,0,"weaker"
"great/a","extraordinary/a","positive",2,2,0.879735922074,1.41346622644,"same","weaker",1.28079472352756,0.0000000088790871680985,0.53109261283537,0.00000000000000000000000000000000000000000000000000639477531053344,"stronger"
"great/a","good/a","positive",2,1,0.879735922074,0.160687061069,"stronger","stronger",1.34924792158092,0.00000000000883548471418824,-1.47296708427663,0,"weaker"
"greatest/a","important/a","positive",2,1,0.38547862105,0.564584435658,"stronger","weaker",1.67195214695123,0.0000000000000218804305800610,-1.29952638109933,0,"weaker"
"greatest/a","extraordinary/a","positive",2,2,0.38547862105,1.41346622644,"same","weaker",1.48006663472412,0.000000000000152654005514000,-0.0556981871148475,0.165782929754411,"same"
"greatest/a","good/a","positive",2,1,0.38547862105,0.160687061069,"stronger","stronger",1.88419438650392,0.000000000000000000000035494472849103,-2.07776879198755,0,"weaker"
"gross/a","fat/a","negative",1,1,-1.08245919822,-0.752729572942,"same","stronger",-1.18529191100779,0.00203537329316875,-0.213867986130060,0.000000218110145343444,"stronger"
"gross/a","conspicuous/a","negative",1,2,-1.08245919822,-0.192891781654,"weaker","stronger",-1.69016564962968,0.0000558583160768856,0.738392626259917,0.0000000408666832901391,"weaker"
"grotesque/a","ugly/a","negative",2,2,-0.66193458195,-0.72367358975,"same","weaker",-0.544988753385368,0.00000000000000778001355048438,-0.633440746256254,0.00000000000000000000000000000743742719268144,"stronger"
